119|2176.0|60|28|nesma saleh|soliman elhabib|1690948786000|1692849586000|true
120|14270.7|35|24|mohamed magdy|hassan allam|1639987342000|1641628942000|true
121|7437.0|37|19|youssef wael|ezz steal|1604528274000|1606688274000|false
122|8475.9|62|27|manar khaled|audi|1746182378000|1748428778000|false
123|1906.7|50|13|elbaraa ahmed|rased company|1747388528000|1749807728000|false
124|1514.1|46|13|salah hussein|rased company|1625203704000|1625894904000|true
125|12736.6|32|25|mostafa hossein|mercedes|1616414083000|1617450883000|true
126|251.8|37|7|youssef wael|itsalat|1622730094000|1624630894000|false
127|13372.4|40|27|ahmed|audi|1644683870000|1646152670000|true
128|7348.9|60|19|nesma saleh|ezz steal|1704161778000|1704593778000|false
129|12573.9|51|24|amir hatem|hassan allam|1695617258000|1696308458000|true
130|17729.8|56|26|fatma ali|bmw|1704640671000|1705763871000|false
131|5.0|55|9|sara ahmed|t-data|1747515600000|1747861200000|true
